channel_id,channel_link,channel_name,channel_type,country,country_rank,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,channel_age
@answeredthatforyou,https://youtube.com/@answeredthatforyou,Answered That For You,entertainment,US,729.0,8330.0,8910872.0,516950.0,750.0,3.0,https://socialblade.com/youtube/channel/UClWKFXdU50yb6ZGwQXtLlQw,966.0,4030000.0,250000.0,1347.0,2547.0,4035906101.0,267326000.0,6214900.0,1.4493150684931506
@nickandcarrie,https://youtube.com/@nickandcarrie,NickandCarrie,people,AU,23.0,10000.0,14995878.0,851150.0,229.0,214.0,https://socialblade.com/youtube/channel/UCR1Jltq7vMzGQVtRd-DR5AA,547.0,8170000.0,300000.0,1067.0,850.0,8260789746.0,449876000.0,10450000.0,
@4nonblondesofficial,https://youtube.com/@4nonblondesofficial,4 Non Blondes,,US,960.0,334.0,666267.0,38650.0,,7.0,https://socialblade.com/youtube/channel/UCCgMsiNiRDhisYQk7t3MNqw,1201.0,1700000.0,10000.0,2.0,6619.0,2014136079.0,19988000.0,463850.0,
@jasminandjames,https://youtube.com/@jasminandjames,Jasmin and James,entertainment,AU,133.0,40000.0,17116870.0,1008400.0,,352.0,https://socialblade.com/youtube/channel/UC5OVPGQqCUm0CCyVzELGITQ,1155.0,2480000.0,1200000.0,2570.0,15960.0,1175498087.0,513506000.0,11900000.0,2.7616438356164386
@mavigadgets,https://youtube.com/@mavigadgets,MaviGadget,entertainment,US,66.0,66600.0,69789280.0,4038150.0,75.0,8.0,https://socialblade.com/youtube/channel/UCJfNJmcv6LXCDsaa2kB_-7A,177.0,28700000.0,2000000.0,4846.0,103.0,25521582943.0,2094000000.0,48600000.0,6.578082191780822
@jiembasands,https://youtube.com/@jiembasands,Jiemba Sands,people,AU,13.0,12300.0,8580579.0,497800.0,137.0,1067.0,https://socialblade.com/youtube/channel/UCDb8-E9XyZnyAA7QB_SD8Sg,365.0,10000000.0,370000.0,572.0,1562.0,5662717481.0,257417000.0,5951350.0,12.167123287671233
@depechemodevevo,https://youtube.com/@depechemodevevo,DepecheModeVEVO,music,US,1685.0,,64366222.0,3719650.0,1527.0,9.0,https://socialblade.com/youtube/channel/UC90vR_MFeheV3V6nmjvXIng,1951.0,369000.0,,170.0,4406.0,2690602696.0,1931000000.0,44800000.0,
@diaryof4,https://youtube.com/@diaryof4,Diary of 4,people,CA,23.0,32600.0,56830004.0,3293950.0,154.0,17.0,https://socialblade.com/youtube/channel/UCT6zcE-d5Rlc2xto-1lNjgA,398.0,9900000.0,980000.0,2304.0,296.0,15674988097.0,1705000000.0,39600000.0,15.665753424657535
@secretvlog,https://youtube.com/@secretvlog,Secret Vlog,comedy,DE,8.0,16600.0,19206720.0,1115550.0,60.0,188.0,https://socialblade.com/youtube/channel/UCgqy_Kgctp5quGUsvIyqKVw,329.0,12800000.0,500000.0,2595.0,369.0,13574038361.0,576202000.0,13400000.0,4.482191780821918
@lefootenvideo,https://youtube.com/@lefootenvideo,LE FOOT EN VIDÉO,sports,FR,172.0,17000.0,14352935.0,849000.0,258.0,273.0,https://socialblade.com/youtube/channel/UC960cXgEv6mCZ5iGnWSd0oQ,1149.0,2250000.0,510000.0,248.0,11289.0,1365496455.0,430588000.0,10000000.0,6.96986301369863
@mrbeast,https://youtube.com/@mrbeast,MrBeast,entertainment,US,1.0,200000.0,66275582.0,3826150.0,1.0,11.0,https://socialblade.com/youtube/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,2.0,259000000.0,6000000.0,794.0,23.0,49013743635.0,1988000000.0,46100000.0,12.32876712328767
@howridiculous,https://youtube.com/@howridiculous,How Ridiculous,sports,AU,4.0,6660.0,6497428.0,376900.0,7.0,1177.0,https://socialblade.com/youtube/channel/UC5f5IV0Bf79YLp_p9nfInRA,243.0,21400000.0,200000.0,715.0,431.0,12226611773.0,194923000.0,4516050.0,14.778082191780822
@boxtoxtv,https://youtube.com/@boxtoxtv,boxtoxtv,comedy,DE,5.0,26600.0,20083026.0,1168550.0,29.0,175.0,https://socialblade.com/youtube/channel/UCCfKlFlKYBxZ-UU2dWc17IQ,261.0,19700000.0,800000.0,1189.0,319.0,14749384187.0,602491000.0,13950000.0,1.8027397260273972
@sierrarhiafam,https://youtube.com/@sierrarhiafam,Sierra & Rhia FAM,entertainment,CA,9.0,23300.0,29219450.0,1699700.0,164.0,55.0,https://socialblade.com/youtube/channel/UCe6n0z9UbsxYCS8P83f84tw,296.0,16100000.0,700000.0,3072.0,260.0,16344956383.0,876583000.0,20350000.0,4.367123287671233
@tiboinshape,https://youtube.com/@tiboinshape,Tibo InShape,entertainment,FR,2.0,40000.0,30710094.0,1804800.0,144.0,88.0,https://socialblade.com/youtube/channel/UCpWaR3gNAQGsX48cIlQC0qw,275.0,18500000.0,1200000.0,3011.0,466.0,12001454499.0,921303000.0,21350000.0,15.846575342465753
@tsurikishow,https://youtube.com/@tsurikishow,Tsuriki Show,comedy,DE,1.0,13300.0,11293400.0,638550.0,12.0,375.0,https://socialblade.com/youtube/channel/UCymK_3BWUcoYVVf5D_GmACQ,161.0,30200000.0,400000.0,3936.0,37.0,37781772249.0,338802000.0,7862450.0,4.93972602739726
@chochar1979,https://youtube.com/@chochar1979,شوشع الاسطورة,people,FR,581.0,6600.0,8099510.0,469900.0,1268.0,930.0,https://socialblade.com/youtube/channel/UCrnGvTAge7z-MO5GjGVVYXQ,1705.0,641000.0,198000.0,2227.0,26383.0,685849779.0,242985000.0,5631650.0,1.8821917808219177
@borzah,https://youtube.com/@borzah,Borzah,entertainment,CA,108.0,,-7492499.0,0.0,753.0,134.0,https://socialblade.com/youtube/channel/UC4aNrJsAGP-uTi2pSm63-SA,969.0,3950000.0,,1923.0,9161.0,1547304047.0,-224775000.0,0.0,4.347945205479452
@cocomelon,https://youtube.com/@cocomelon,Cocomelon - Nursery Rhymes,entertainment,US,2.0,33300.0,,0.0,1.0,12.0,https://socialblade.com/youtube/channel/UCbCmjCuTUZos6Inko4u57UQ,4.0,175000000.0,1000000.0,1170.0,2.0,181000000000.0,,0.0,
@vindooly,https://youtube.com/@vindooly,Vindooly,games,AU,73.0,6330.0,5130067.0,297600.0,492.0,1566.0,https://socialblade.com/youtube/channel/UCj4hfQEWcGtF08SLEZCZc5Q,1005.0,3670000.0,190000.0,630.0,6071.0,2162834207.0,153902000.0,3560100.0,14.605479452054794
@bouncepatrol,https://youtube.com/@bouncepatrol,Bounce Patrol - Kids Songs,music,AU,1.0,3330.0,6143273.0,356350.0,60.0,1761.0,https://socialblade.com/youtube/channel/UC56cowXhoqRWHeqfSJkIQaA,169.0,29100000.0,100000.0,370.0,136.0,22382568308.0,184298000.0,4301550.0,
@stokestwins,https://youtube.com/@stokestwins,Stokes Twins,people,US,19.0,306000.0,33950070.0,1965850.0,2.0,13.0,https://socialblade.com/youtube/channel/UCbp9MyKCTEww4CxEzc_Tp0Q,57.0,50700000.0,9200000.0,297.0,856.0,8378808171.0,1019000000.0,23650000.0,16.19178082191781
@mini-mimi-smol,https://youtube.com/@mini-mimi-smol,Mini-mimi,howto,FR,173.0,8330.0,6793692.0,394150.0,433.0,1094.0,https://socialblade.com/youtube/channel/UCVAHHxJctgVm6aWu4Yj2ipQ,1150.0,2210000.0,250000.0,1594.0,7733.0,1799425426.0,203811000.0,4728200.0,1.2547945205479452
@germanspidey,https://youtube.com/@germanspidey,German Spidey,entertainment,DE,14.0,20000.0,12077771.0,691200.0,322.0,437.0,https://socialblade.com/youtube/channel/UCZAoGCaaxobl_C6khvgQAtg,499.0,8620000.0,600000.0,1341.0,689.0,9302477398.0,362333000.0,8394600.0,3.117808219178082
@theweeknd,https://youtube.com/@theweeknd,The Weeknd,music,CA,3.0,6660.0,9322672.0,531800.0,42.0,185.0,https://socialblade.com/youtube/channel/UC0WP5P-ufpRfjbNrmOWwLBQ,124.0,35100000.0,200000.0,172.0,84.0,27153599873.0,279680000.0,6481750.0,13.315068493150685
@colgatecolombia,https://youtube.com/@colgatecolombia,Colgate - Colombia,people,AF,67.0,27.0,381997.0,22150.0,1942.0,45114.0,https://socialblade.com/youtube/channel/UCyx7fzjvySVkPb-21NL8xzg,2566.0,86200.0,800.0,270.0,34912.0,491501950.0,11460000.0,265950.0,14.394520547945206
@celinedept,https://youtube.com/@celinedept,Celine Dept,sports,BE,1.0,100000.0,40158107.0,2337050.0,5.0,24.0,https://socialblade.com/youtube/channel/UC1a2ZCw7tugRZYRMnecNj3A,167.0,30000000.0,3000000.0,734.0,248.0,16638420524.0,1205000000.0,27950000.0,
@cemi,https://youtube.com/@cemi,Celine & Michiel,entertainment,BE,2.0,31600.0,8839667.0,512800.0,215.0,715.0,https://socialblade.com/youtube/channel/UClk5AUhvoAzN41inRfdLPYw,348.0,10900000.0,950000.0,858.0,643.0,9695000263.0,265190000.0,6162000.0,4.967123287671233
@thewindowmaster,https://youtube.com/@thewindowmaster,Timothy Tancré,,BE,13.0,3660.0,2301998.0,133550.0,,8939.0,https://socialblade.com/youtube/channel/UCZit6i1Efx743PTt_Te4lGA,1137.0,2340000.0,110000.0,965.0,6624.0,2009588301.0,69060000.0,1594250.0,2.243835616438356
@joppicr,https://youtube.com/@joppicr,Joppi,,FI,229.0,234.0,235326.0,13650.0,,2947.0,https://socialblade.com/youtube/channel/UCcKBlZbJw7tSKciRfkLgVyw,2243.0,136000.0,7000.0,1058.0,136316.0,122536598.0,7060000.0,163850.0,1.5972602739726027
@anayakandhal,https://youtube.com/@anayakandhal,Anaya Kandhal,entertainment,IN,54.0,93300.0,110412186.0,6426800.0,67.0,1.0,https://socialblade.com/youtube/channel/UC4wEPe5mrHGAUjjTfXH_C-Q,162.0,30600000.0,2800000.0,1302.0,115.0,25093930467.0,3312000000.0,76850000.0,7.742465753424658
@mayamystic,https://youtube.com/@mayamystic,Mayamystic,comedy,FR,11.0,16300.0,5342574.0,309950.0,92.0,1823.0,https://socialblade.com/youtube/channel/UCsbzkA9S4TPhkt2Kl2Rx3ig,402.0,9660000.0,490000.0,877.0,1431.0,5964206631.0,160277000.0,3718800.0,9.446575342465753
@nutshellanimations,https://youtube.com/@nutshellanimations,Nutshell Animations,film,CA,37.0,15600.0,14386115.0,849100.0,135.0,331.0,https://socialblade.com/youtube/channel/UChFs0d8syPIK6x8q4C6BrJw,602.0,7680000.0,470000.0,1852.0,1747.0,5286276090.0,431583000.0,10050000.0,6.0
@noelgoescrazy,https://youtube.com/@noelgoescrazy,Noel Robinson,entertainment,DE,6.0,20000.0,8514457.0,493950.0,167.0,606.0,https://socialblade.com/youtube/channel/UCQB0skuuxIbGjtsC0bCkCPg,300.0,15700000.0,600000.0,1575.0,748.0,8900810509.0,255434000.0,5948650.0,9.435616438356165
@chapitosiki,https://youtube.com/@chapitosiki,Chapitosiki,entertainment,RU,4.0,26600.0,28771275.0,1648200.0,101.0,51.0,https://socialblade.com/youtube/channel/UCXmseTCR4w5q36pupOJKegw,219.0,23900000.0,800000.0,3745.0,140.0,22358807239.0,863138000.0,20050000.0,4.397260273972603
@tseries,https://youtube.com/@tseries,T-Series,music,IN,1.0,66600.0,89921169.0,5206850.0,1.0,2.0,https://socialblade.com/youtube/channel/UCq-Fj5jknLsUf-MWSy4_brA,1.0,265000000.0,2000000.0,20974.0,1.0,255000000000.0,2698000000.0,62600000.0,18.273972602739725
,,Dusty Student,people,FR,524.0,,4969729.0,288300.0,1204.0,2079.0,https://socialblade.com/youtube/channel/UCgc2kzODqeBpl-vjBrUdVkw,1637.0,658000.0,,10.0,44116.0,391291087.0,149092000.0,3453500.0,
@kostamoinen,https://youtube.com/@kostamoinen,Kostamoinen,entertainment,FI,14.0,7000.0,3589836.0,208250.0,902.0,3532.0,https://socialblade.com/youtube/channel/UC2uwKk98o5PMRQvQyiGTOog,1122.0,2480000.0,210000.0,160.0,20027.0,825784670.0,107695000.0,2497000.0,
@abeleljackson,https://youtube.com/@abeleljackson,Abel El Jackson,entertainment,BE,15.0,2330.0,1885860.0,109400.0,943.0,9592.0,https://socialblade.com/youtube/channel/UCCyn0urPyjrNvcNXPRQFgAQ,1163.0,2070000.0,70000.0,875.0,9131.0,1562038064.0,56576000.0,1327250.0,
@thegeetagurjar,https://youtube.com/@thegeetagurjar,The geeta gurjar,entertainment,IN,82.0,56600.0,70685668.0,4091200.0,106.0,5.0,https://socialblade.com/youtube/channel/UCUL9We-R1aCC3GAe-RvOx5g,226.0,23400000.0,1700000.0,1557.0,225.0,17553596628.0,2121000000.0,49200000.0,3.389041095890411
@successfreedominspires402,https://youtube.com/@successfreedominspires402,Success Freedom Inspires,howto,NG,27.0,10600.0,11308236.0,638600.0,465.0,277.0,https://socialblade.com/youtube/channel/UC20LNUoBRKfV22BPh3pTxow,1185.0,1890000.0,320000.0,634.0,9935.0,1497073755.0,339247000.0,7863050.0,7.868493150684931
@tuzelityofficial,https://youtube.com/@tuzelityofficial,tuzelity SHUFFLE,people,RU,3.0,40000.0,16617988.0,956700.0,10.0,204.0,https://socialblade.com/youtube/channel/UCVRqK0tS3B8pVog1HwCR4pg,136.0,33400000.0,1200000.0,1049.0,372.0,13519971046.0,498540000.0,11600000.0,8.646575342465754
@brox_short,https://youtube.com/@brox_short,BroxEditZシ︎,people,FR,242.0,4660.0,5153488.0,299000.0,816.0,2152.0,https://socialblade.com/youtube/channel/UCbH8ThM1Mkr19tl4tDOTDDQ,1234.0,1420000.0,140000.0,1001.0,11056.0,1359099336.0,154605000.0,3611050.0,
@brawlstars,https://youtube.com/@brawlstars,Brawl Stars,games,FI,1.0,33300.0,3538468.0,205300.0,48.0,3794.0,https://socialblade.com/youtube/channel/UCooVYzDxdwTtGYAkcPmOgOw,292.0,16500000.0,1000000.0,220.0,5135.0,2432764851.0,106154000.0,2444900.0,7.13972602739726
@dimitrivegasandlikemike,https://youtube.com/@dimitrivegasandlikemike,Dimitri Vegas & Like Mike,music,BE,4.0,2000.0,1936760.0,112350.0,465.0,14169.0,https://socialblade.com/youtube/channel/UCxmNWF8fQ4miqfGs84dFVrg,820.0,5440000.0,60000.0,642.0,7389.0,1856066131.0,58103000.0,1329300.0,14.775342465753425
@edisonpts,https://youtube.com/@edisonpts,EdisonPts,games,RU,11.0,3330.0,10789608.0,636800.0,50.0,286.0,https://socialblade.com/youtube/channel/UCrpt82vHWIWZSHtNQxncPrg,295.0,16100000.0,100000.0,3929.0,968.0,7525275729.0,323688000.0,7491850.0,10.986301369863014
@jeanfils,https://youtube.com/@jeanfils,Jeanfils,games,BE,6.0,3330.0,1216202.0,70550.0,408.0,14723.0,https://socialblade.com/youtube/channel/UCGjUTQ-YV71V7T6WfdmZDiw,915.0,4500000.0,100000.0,2721.0,6002.0,2157357746.0,36486000.0,849800.0,11.202739726027398
@starmusicoffl,https://youtube.com/@starmusicoffl,Star Music India,music,IN,750.0,667.0,2185245.0,126750.0,670.0,6.0,https://socialblade.com/youtube/channel/UCd460WUL4835Jd7OCEKfUcA,1048.0,3190000.0,20000.0,1018.0,6411.0,2047513878.0,65557000.0,1539500.0,11.424657534246576
@agbapsshorts,https://youtube.com/@agbapsshorts,Agbaps Shorts,people,NG,4.0,14600.0,6368923.0,369500.0,573.0,1606.0,https://socialblade.com/youtube/channel/UCHm8B53nQyyn6jyuSoWcfng,988.0,3850000.0,440000.0,270.0,8375.0,1697031192.0,191068000.0,4410800.0,
@starplus,https://youtube.com/@starplus,StarPlus,entertainment,IN,23.0,43300.0,46009613.0,2657000.0,28.0,10.0,https://socialblade.com/youtube/channel/UC-LPIU24bQXVljUXivKEeRQ,82.0,42400000.0,1300000.0,86685.0,26.0,41748003222.0,1380000000.0,32050000.0,18.09041095890411
@sofit_ngr,https://youtube.com/@sofit_ngr,Sandra Okeke,people,NG,14.0,2000.0,724895.0,42050.0,715.0,1792.0,https://socialblade.com/youtube/channel/UCN4BnJ2FpCbPk5GOZgNLeTQ,1131.0,2380000.0,60000.0,394.0,13271.0,1151735937.0,21747000.0,504650.0,6.021917808219178
@ilyaborzov,https://youtube.com/@ilyaborzov,ILYA BORZOV,people,RU,5.0,20000.0,13236079.0,745150.0,38.0,371.0,https://socialblade.com/youtube/channel/UCkwZ4L2z5M_nLHoPtshyJbw,239.0,21800000.0,600000.0,2561.0,350.0,13836068026.0,397082000.0,9200000.0,
@stromae,https://youtube.com/@stromae,Stromae,music,BE,3.0,1000.0,1209547.0,70200.0,310.0,15096.0,https://socialblade.com/youtube/channel/UCXF0YCBWewAj3RytJUAivGA,635.0,7250000.0,30000.0,100.0,2941.0,3617235087.0,36286000.0,849550.0,
@broda2muchtalk,https://youtube.com/@broda2muchtalk,Broda 2much talk,people,NG,104.0,6860.0,1977784.0,114750.0,1174.0,5302.0,https://socialblade.com/youtube/channel/UChuo94ZFL1WVJjSCE_YaSvA,1604.0,715000.0,206000.0,211.0,80659.0,220001864.0,59334000.0,1381000.0,4.03013698630137
@dariohdtv,https://youtube.com/@dariohdtv,Dario HD TV,,BE,466.0,580.0,1157398.0,67150.0,,15442.0,https://socialblade.com/youtube/channel/UCFljyFekl0dzIWNAOM9s-oQ,2687.0,80400.0,17400.0,946.0,152611.0,113797970.0,34722000.0,797400.0,1.095890410958904
@setindia,https://youtube.com/@setindia,SET India,entertainment,IN,2.0,33300.0,50944177.0,2973850.0,2.0,15.0,https://socialblade.com/youtube/channel/UCpEhnqL0y41EpW2TvWAHD7Q,5.0,172000000.0,1000000.0,137805.0,3.0,164000000000.0,1528000000.0,35500000.0,17.75068493150685
@pavlovfamily,https://youtube.com/@pavlovfamily,Pavlov_family_,,RU,120.0,9330.0,9992136.0,584100.0,,605.0,https://socialblade.com/youtube/channel/UCIMfBGGWOrLllmotaEt8l7g,849.0,5180000.0,280000.0,688.0,2171.0,4519656302.0,299764000.0,6959200.0,2.115068493150685
@edpeople,https://youtube.com/@edpeople,Ed People,,BE,27.0,1660.0,1026403.0,59550.0,,16306.0,https://socialblade.com/youtube/channel/UC6SrBgEY5mUqiadXsz070GQ,1246.0,1300000.0,50000.0,753.0,24114.0,692209298.0,30792000.0,692050.0,2.5287671232876714
@sonysab,https://youtube.com/@sonysab,Sony SAB,entertainment,IN,5.0,30000.0,41454270.0,2391450.0,7.0,28.0,https://socialblade.com/youtube/channel/UC6-F5tO8uklgE9Zy8IvbdFw,16.0,91900000.0,900000.0,84973.0,4.0,114000000000.0,1244000000.0,28850000.0,16.87945205479452
@skinycomics,https://youtube.com/@skinycomics,Skinycomics,,NG,58.0,5360.0,2391197.0,138700.0,,5639.0,https://socialblade.com/youtube/channel/UC5g5tMcN7pbHucDgOusackA,1269.0,1110000.0,161000.0,134.0,42405.0,417096733.0,71736000.0,1647900.0,2.8273972602739725
@mashabearrussian,https://youtube.com/@mashabearrussian,Маша и Медведь,education,RU,2.0,13300.0,8666462.0,502750.0,6.0,708.0,https://socialblade.com/youtube/channel/UCRv76wLBC73jiP7LX4C3l8Q,58.0,48200000.0,400000.0,1746.0,29.0,40220108422.0,259994000.0,6054900.0,
@lezitow,https://youtube.com/@lezitow,Sarah Lezito,autos,FR,87.0,9000.0,4206354.0,244000.0,31.0,3170.0,https://socialblade.com/youtube/channel/UCvlBxzsiVjykUcKW9OxN8kg,988.0,3840000.0,270000.0,772.0,10555.0,1412960842.0,126191000.0,2922250.0,17.145205479452056
@mallusinfinland,https://youtube.com/@mallusinfinland,MallusinFinland,,FI,58.0,2960.0,1759419.0,102050.0,,9867.0,https://socialblade.com/youtube/channel/UCGCFciaTKU2nCCE7vG91ZLQ,1645.0,677000.0,89000.0,502.0,45793.0,390104167.0,52783000.0,1222050.0,2.8684931506849316
@obiegotv,https://youtube.com/@obiegotv,Obiego tv,,NG,350.0,7700.0,2654701.0,154000.0,,6860.0,https://socialblade.com/youtube/channel/UC9-Yrzn7z_5HapnfbH6VeGA,2139.0,233000.0,231000.0,309.0,224975.0,79641022.0,79641000.0,1858700.0,4.441095890410959
,,Tik tok 2021,education,RU,580.0,23300.0,8635171.0,500950.0,771.0,786.0,https://socialblade.com/youtube/channel/UC9XA4L0zDfxZdHnDN0wiHEg,1426.0,860000.0,700000.0,608.0,15646.0,999094210.0,259055000.0,6003600.0,3.3232876712328765
,,Webs & Tiaras - Toy Monster Compilations,music,CA,45.0,8330.0,8137466.0,472050.0,314.0,885.0,https://socialblade.com/youtube/channel/UC0gNKhFMg-bKyNNZ_MB3D9Q,639.0,7200000.0,250000.0,62.0,1164.0,6727576995.0,244124000.0,5683250.0,
@thelyonblackofficiel,https://youtube.com/@thelyonblackofficiel,TheLyonBlack,entertainment,FR,375.0,10200.0,3417792.0,198250.0,1200.0,3397.0,https://socialblade.com/youtube/channel/UCMsCTwRr0vpB8anyEiLJMmg,1437.0,904000.0,307000.0,146.0,51749.0,354237587.0,102534000.0,2389950.0,9.063013698630137
@infinitereversevideos,https://youtube.com/@infinitereversevideos,Infinite Reverse Videos,,FI,45.0,1260.0,1445760.0,83900.0,,10870.0,https://socialblade.com/youtube/channel/UCroT_hnUeI4f-xf5_i2OqDw,1423.0,871000.0,38000.0,711.0,17863.0,903398968.0,43373000.0,1009200.0,2.2986301369863016
@lecoyottepilote-dz7eo,https://youtube.com/@lecoyottepilote-dz7eo,Le coyotte pilote,,BE,246.0,1530.0,990685.0,57500.0,,16515.0,https://socialblade.com/youtube/channel/UCnzri-Mtk2dWZMv8kJaZHxQ,2136.0,218000.0,46000.0,230.0,150888.0,112875475.0,29721000.0,690550.0,0.5972602739726027
@teamactors,https://youtube.com/@teamactors,Filmy Suraj Actor,entertainment,IN,78.0,63300.0,38030118.0,2229800.0,101.0,34.0,https://socialblade.com/youtube/channel/UC2fvyma9iKsjN9EZW_FWW1A,219.0,24100000.0,1900000.0,291.0,552.0,10885848837.0,1141000000.0,26450000.0,1.4356164383561645
,,Nollywood Studios,film,NG,439.0,,1599821.0,92800.0,1505.0,10840.0,https://socialblade.com/youtube/channel/UCo5z1elrNUax4_5XOknqTyQ,2299.0,110000.0,,8.0,294052.0,48894370.0,47995000.0,1115500.0,
@nevotv,https://youtube.com/@nevotv,NevoMusic,music,RU,35.0,7660.0,8236559.0,477800.0,241.0,812.0,https://socialblade.com/youtube/channel/UCkaUg9b9LplVoJdx1JwwyOg,520.0,8440000.0,230000.0,6913.0,1094.0,7042844666.0,247097000.0,5737300.0,7.342465753424658
@bhadracreation,https://youtube.com/@bhadracreation,Badri Narayan Bhadra,animals,IN,676.0,334.0,10491187.0,585800.0,52.0,37.0,https://socialblade.com/youtube/channel/UCf5BOWTeK1jGxNHWGSAYVxg,971.0,3930000.0,10000.0,1584.0,10840.0,1363945272.0,314736000.0,7279600.0,8.082191780821917
@adhamandamjad,https://youtube.com/@adhamandamjad,Adham & Amjad Twins التوام ادهم و…,people,BE,17.0,3330.0,1109814.0,64400.0,753.0,20234.0,https://socialblade.com/youtube/channel/UC6xUCgeVInDKEOeL2VVx8gA,1170.0,2010000.0,100000.0,295.0,40131.0,435497282.0,33294000.0,795450.0,
@shortsbreak_official,https://youtube.com/@shortsbreak_official,Shorts Break,comedy,IN,32.0,50000.0,35793797.0,2072150.0,4.0,43.0,https://socialblade.com/youtube/channel/UCgJ5_1F6yJhYLnyMszUdmUg,103.0,39000000.0,1500000.0,604.0,88.0,26955781422.0,1074000000.0,24900000.0,2.9452054794520546
@worldofwonder491,https://youtube.com/@worldofwonder491,World Of Wonder,,NG,32.0,3000.0,1198603.0,69550.0,,11515.0,https://socialblade.com/youtube/channel/UC_4Oc3tr48mhop9xRKrtPUA,1205.0,1690000.0,90000.0,555.0,24054.0,693827214.0,35958000.0,849100.0,
@treshfilms,https://youtube.com/@treshfilms,TreshFilms,film,RU,331.0,6000.0,7912432.0,459000.0,499.0,868.0,https://socialblade.com/youtube/channel/UC5_5Rq-kbDGq_RcDTUDeS5g,1139.0,2320000.0,180000.0,914.0,6203.0,2128651281.0,237373000.0,5524000.0,
@izahfunnycomedy,https://youtube.com/@izahfunnycomedy,Izah Funny Comedy,comedy,NG,42.0,3000.0,1216713.0,70600.0,582.0,12621.0,https://socialblade.com/youtube/channel/UCh3xW6Eykq1Jf0Nu1STbVnA,1236.0,1380000.0,90000.0,609.0,31714.0,536550648.0,36501000.0,849800.0,5.945205479452055
,,Kikakiim,people,RU,382.0,14500.0,8876944.0,515000.0,665.0,886.0,https://socialblade.com/youtube/channel/UCEPBemh1lfTSPUP587Odowg,1204.0,991000.0,436000.0,620.0,15718.0,586162899.0,266308000.0,6163500.0,2.73972602739726
@sweetysetsu,https://youtube.com/@sweetysetsu,Sweety Setsu,howto,FR,689.0,5730.0,2366846.0,137350.0,1056.0,4069.0,https://socialblade.com/youtube/channel/UCiZpSJSh7rqm7I7MZz6oBfQ,1828.0,516000.0,172000.0,433.0,98696.0,182383561.0,71005000.0,1646900.0,11.03013698630137
@aurikatariina,https://youtube.com/@aurikatariina,Aurikatariina,people,FI,9.0,2000.0,867881.0,50350.0,555.0,17953.0,https://socialblade.com/youtube/channel/UCEHFYTkv0IIn6RYJBNcgr-Q,969.0,3960000.0,60000.0,210.0,16741.0,951344402.0,26036000.0,585550.0,3.7205479452054795
@bahauddin_dije,https://youtube.com/@bahauddin_dije,Bahauddin Dije,animals,BE,2.0,3330.0,667615.0,38750.0,10.0,20551.0,https://socialblade.com/youtube/channel/UC7X2zSCy7ryS2fygkmIKJ3Q,348.0,10800000.0,100000.0,1832.0,1156.0,6757341254.0,20028000.0,464750.0,
@dangaltvchannel,https://youtube.com/@dangaltvchannel,Dangal TV Channel,entertainment,IN,45.0,40000.0,34437822.0,2017500.0,59.0,44.0,https://socialblade.com/youtube/channel/UCNzmmbXIbMzlqE8nD1PBXfg,142.0,32600000.0,1200000.0,30336.0,144.0,22156687632.0,1033000000.0,23950000.0,
@azmirrecordingcenter,https://youtube.com/@azmirrecordingcenter,Azmir Recording,entertainment,AF,3.0,334.0,123842.0,7172.5,958.0,131474.0,https://socialblade.com/youtube/channel/UCC0QJFYdd4Wa4_4hlDlYF_g,1180.0,1910000.0,10000.0,3679.0,47387.0,365257951.0,3715000.0,86200.0,
@maureennaudtsmakeupartist,https://youtube.com/@maureennaudtsmakeupartist,Maureen Naudts MakeUpArtist,,BE,7.0,1660.0,886232.0,51400.0,,20927.0,https://socialblade.com/youtube/channel/UC1-dcTkf8kk_5rybT7aXmGw,1002.0,3670000.0,50000.0,463.0,10166.0,1427045130.0,26587000.0,636300.0,1.8547945205479452
@jojofalani,https://youtube.com/@jojofalani,Jojo Falani,comedy,NG,292.0,100.0,23262.0,1329.5,1330.0,14716.0,https://socialblade.com/youtube/channel/UCoIHUO8I3hqRVXw-DpZzAJA,2057.0,276000.0,3000.0,679.0,369219.0,37242723.0,697858.0,16200.0,14.64109589041096
@faron1841,https://youtube.com/@faron1841,Faron,,RU,392.0,6330.0,8008032.0,464600.0,,937.0,https://socialblade.com/youtube/channel/UCFJct-hF-ecGsMewu4t9iQg,1219.0,1520000.0,190000.0,762.0,7829.0,1746166187.0,240241000.0,5577950.0,3.673972602739726
@realfoolsshorts63,https://youtube.com/@realfoolsshorts63,Real fools shorts official,people,IN,33.0,66600.0,32556490.0,1911100.0,8.0,52.0,https://socialblade.com/youtube/channel/UCgKEvLp8DXCTMq4QY6wW7bw,105.0,39000000.0,2000000.0,539.0,251.0,16585005426.0,976695000.0,22700000.0,3.0082191780821916
@dennis_main,https://youtube.com/@dennis_main,Ejiogu Dennis,,NG,107.0,1960.0,1272824.0,73850.0,,15093.0,https://socialblade.com/youtube/channel/UCSEMSkhZ7BzGFg7jJdwowOw,1617.0,685000.0,59000.0,265.0,51102.0,344317537.0,38185000.0,902100.0,2.1890410958904107
