channel_id,channel_link,channel_name,channel_type,country,country_rank,created_date,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income
@houseofhighlights,https://youtube.com/@houseofhighlights,House of Highlights,sports,US,186th,"Jan 23rd, 2018",+13.3K,"+17,441,179",€119K - €1.9M,16th,229th,https://socialblade.com/youtube/channel/UCqQo7ewe87aYAe7ub5UqXMw,322nd,13.5M,400K,44386,241st,16764224368,523.235M,€1.4M - €22.9M
@dbillions,https://youtube.com/@dbillions,D Billions,entertainment,US,59th,"Jul 27th, 2019",+10K,"+17,965,864",€122.6K - €2M,67th,195th,https://socialblade.com/youtube/channel/UCi3onjs7UU2Z64i3RrVci-Q,162nd,30M,300K,1032,31st,38465873506,538.976M,€1.5M - €23.5M
@nicothepomeranian,https://youtube.com/@nicothepomeranian,Nico_thepomeranian,N/A,US,204th,"Jun 7th, 2022",+30K,"+19,657,800",€134.2K - €2.1M,--,161st,https://socialblade.com/youtube/channel/UCctDQlR34dhq8p3vSKfh8dg,340th,11.8M,900K,442,638th,9837627885,589.734M,€1.6M - €25.8M
@omarespn,https://youtube.com/@omarespn,Omar Raja - ESPN,sports,US,191st,"Feb 26th, 2007",+10K,"+19,965,440",€136.3K - €2.2M,19th,164th,https://socialblade.com/youtube/channel/UCx18ywTcohtS9lpNXt8noWQ,327th,12.9M,300K,3017,152nd,21298372295,598.963M,€1.6M - €26.2M
@cool_items,https://youtube.com/@cool_items,Cool Items,N/A,US,836th,"Nov 23rd, 2022",+20K,"+17,971,745",€122.7K - €2M,--,174th,https://socialblade.com/youtube/channel/UCzE5p2i2GwG2WJ8cZANC6pg,"1,075th",3.02M,600K,997,"4,423rd",2767449150,539.152M,€1.5M - €23.6M
N/A,,Animal World,games,US,871st,"Jun 30th, 2019",+65.6K,"+18,873,776",€128.8K - €2.1M,597th,150th,https://socialblade.com/youtube/channel/UCWdyQhIoP-EoJxz3WZrB7Wg,"1,110th",2.57M,1.97M,318,"22,797th",721166331,566.213M,€1.5M - €24.7M
@game9bit,https://youtube.com/@game9bit,Game9bit,games,US,193rd,"Jun 6th, 2023",+53.3K,"+16,088,487",€109.8K - €1.8M,70th,198th,https://socialblade.com/youtube/channel/UCL0X8jPuUk7u11YmmWg8f_Q,329th,13M,1.6M,2603,"2,541st",4119678391,482.655M,€1.3M - €21.1M
@thatlittlepuff,https://youtube.com/@thatlittlepuff,That Little Puff,animals,US,53rd,"Aug 29th, 2020",+20K,"+19,399,236",€132.4K - €2.1M,1st,176th,https://socialblade.com/youtube/channel/UClFN9LShD_Pv0wnSeUKbUZw,152nd,31.2M,600K,914,92nd,26075579889,581.977M,€1.6M - €25.4M
@a4a4a4a4,https://youtube.com/@a4a4a4a4,A4,entertainment,US,15th,"Nov 29th, 2014",+30K,"+17,800,841",€121.5K - €1.9M,11th,182nd,https://socialblade.com/youtube/channel/UC2tsySbe9TNrI-xh2lximHA,46th,54.2M,900K,907,73rd,28334416558,534.025M,€1.5M - €23.3M
@brookemonk,https://youtube.com/@brookemonk,Brooke Monk,people,US,509th,"Jul 29th, 2019",+15.3K,"+18,407,551",€125.6K - €2M,357th,228th,https://socialblade.com/youtube/channel/UC73sF-7Ihcs1HpnXEEXZ2ew,741st,6.3M,460K,1683,"1,695th",5413459486,552.227M,€1.5M - €24.1M
@anhcucai,https://youtube.com/@anhcucai,Anh Củ Cải,entertainment,US,173rd,"Mar 22nd, 2020",+23.3K,"+19,406,403",€132.4K - €2.1M,176th,212th,https://socialblade.com/youtube/channel/UCl0sZ8DxC35w46AaEpQRTxg,309th,15M,700K,2627,608th,10079162671,582.192M,€1.6M - €25.4M
@theh3ro,https://youtube.com/@theh3ro,The H3ro,N/A,US,"1,429th","Mar 9th, 2022",-33,"+17,621,485",€120.3K - €1.9M,--,205th,https://socialblade.com/youtube/channel/UCOOIAv87GGLWNn6Zl_Rettg,"1,686th",614K,-1K,724,"31,718th",533577858,528.645M,€1.4M - €23.1M
@serieshouse_k,https://youtube.com/@serieshouse_k,Series House,N/A,US,"1,035th","Jun 25th, 2006",+10.8K,"+16,217,586",€110.7K - €1.8M,--,213th,https://socialblade.com/youtube/channel/UCvwpXJEm2AG3Ymw8KV5cytw,"1,282nd",1.07M,324K,214,"12,470th",1333151108,486.528M,€1.3M - €21.3M
@annakovaofficial,https://youtube.com/@annakovaofficial,ANNA KOVA,people,US,115th,"Feb 3rd, 2020",+26.6K,"+21,497,771",€146.7K - €2.3M,42nd,219th,https://socialblade.com/youtube/channel/UCb06IKdt8yeJDhqUct0z-gQ,245th,21.3M,800K,3839,164th,20355054464,644.933M,€1.8M - €28.2M
@bebefinn,https://youtube.com/@bebefinn,Bebefinn - Nursery Rhymes & Kids Songs,entertainment,US,136th,"Mar 30th, 2022",+30K,"+13,302,662",€90.8K - €1.5M,138th,216th,https://socialblade.com/youtube/channel/UC-cY4X2sLECUhishGNiyofQ,268th,19.1M,900K,511,721st,9127990266,399.08M,€1.1M - €17.4M
@fabiosabestlifehacks,https://youtube.com/@fabiosabestlifehacks,Fabiosa Best Lifehacks,howto,US,200th,"Oct 14th, 2019",+36.6K,"+17,224,465",€117.6K - €1.9M,37th,180th,https://socialblade.com/youtube/channel/UCF5Rp2ghzXsX6vwYqa7aepg,336th,12.2M,1.1M,1418,987th,7516408626,516.734M,€1.4M - €22.6M
@minikatanastore,https://youtube.com/@minikatanastore,Mini Katana,N/A,US,210th,"May 12th, 2021",+40K,"+21,286,661",€145.3K - €2.3M,--,147th,https://socialblade.com/youtube/channel/UCy_WCbqwp5ZZ4zNwAyMChiA,346th,11.3M,1.2M,1759,"1,254th",6614616401,638.6M,€1.7M - €27.9M
@jojosim,https://youtube.com/@jojosim,Jojo Sim,entertainment,US,190th,"Jan 28th, 2013",+20K,"+19,078,230",€130.2K - €2.1M,193rd,148th,https://socialblade.com/youtube/channel/UChK6a3Ro3po3fUfAm3_MyUQ,326th,13.1M,600K,2217,266th,16154807748,572.347M,€1.6M - €25M
@yana.chirkina,https://youtube.com/@yana.chirkina,YANA CHIRKINA,howto,US,190th,"Jul 24th, 2018",+36.6K,"+24,481,046",€167.1K - €2.7M,31st,136th,https://socialblade.com/youtube/channel/UCC1RmztYmOIuTGiw_G73fLg,326th,13.3M,1.1M,1988,704th,9430448163,734.431M,€2M - €32.1M
@amwayhomegoodies,https://youtube.com/@amwayhomegoodies,Amway Home Goodies,N/A,US,"1,005th","Oct 22nd, 2017",+26K,"+23,598,716",€161.1K - €2.6M,--,128th,https://socialblade.com/youtube/channel/UCi-vnafh8GB-OhXC9z7kqAA,"1,249th",1.49M,781K,232,"13,779th",1287782859,707.961M,€1.9M - €30.9M
@cinemahome.,https://youtube.com/@cinemahome.,Cinema Home,N/A,US,"1,000th","Apr 13th, 2022",+8.33K,"+19,556,697",€133.5K - €2.1M,--,125th,https://socialblade.com/youtube/channel/UCvLZSZGK88zLOe8R2sO5KKA,"1,243rd",1.36M,250K,870,"5,587th",2354551150,586.701M,€1.6M - €25.6M
@4nonblondesofficial,https://youtube.com/@4nonblondesofficial,4 Non Blondes,N/A,US,960th,"Feb 2nd, 2023",+334,"+666,267",€4.5K - €72.8K,--,7th,https://socialblade.com/youtube/channel/UCCgMsiNiRDhisYQk7t3MNqw,"1,201st",1.7M,10K,2,"6,619th",2014136079,19.988M,€54.6K - €873.1K
@bonku.movies,https://youtube.com/@bonku.movies,Bonku,film,US,451st,"Dec 30th, 2019",+9K,"+23,229,007",€158.5K - €2.5M,164th,119th,https://socialblade.com/youtube/channel/UCqVh-bqh0u3j8Zvb4_j9FUA,680th,6.8M,270K,679,"1,132nd",6821850348,696.87M,€1.9M - €30.4M
@albert_cancook,https://youtube.com/@albert_cancook,albert_cancook,howto,US,132nd,"Nov 23rd, 2020",+23.3K,"+18,433,734",€125.8K - €2M,11th,123rd,https://socialblade.com/youtube/channel/UC0NkSnlCOhoODbykzZwpiDw,264th,19.4M,700K,699,345th,13966176866,553.012M,€1.5M - €24.2M
@themanniishow,https://youtube.com/@themanniishow,The Mannii Show,comedy,US,208th,"Dec 16th, 2020",+16.6K,"+20,825,689",€142.1K - €2.3M,72nd,132nd,https://socialblade.com/youtube/channel/UC3iwxKMRg5l2aDG_8XK2nSQ,344th,11.3M,500K,3141,527th,11091451667,624.771M,€1.7M - €27.3M
@mavigadgets,https://youtube.com/@mavigadgets,MaviGadget,entertainment,US,66th,"Nov 19th, 2017",+66.6K,"+69,789,280",€476.3K - €7.6M,75th,8th,https://socialblade.com/youtube/channel/UCJfNJmcv6LXCDsaa2kB_-7A,177th,28.7M,2M,4846,103rd,25521582943,2.094B,€5.7M - €91.5M
@martaandrustam,https://youtube.com/@martaandrustam,Marta and Rustam,comedy,US,47th,"Jun 21st, 2021",+33.3K,"+21,901,095",€149.5K - €2.4M,9th,121st,https://socialblade.com/youtube/channel/UCm-Qr3k89gtXcuv2jL29XFw,145th,32.1M,1M,1072,87th,26988002348,657.033M,€1.8M - €28.7M
@depechemodevevo,https://youtube.com/@depechemodevevo,DepecheModeVEVO,music,US,"1,685th","Jan 3rd, 2010",--,"+64,366,222",€439.3K - €7M,"1,527th",9th,https://socialblade.com/youtube/channel/UC90vR_MFeheV3V6nmjvXIng,"1,951st",369K,--,170,"4,406th",2690602696,1.931B,€5.3M - €84.3M
@dylan_anderson,https://youtube.com/@dylan_anderson,Dylan Anderson,entertainment,US,202nd,"Sep 5th, 2010",+10K,"+24,213,681",€165.3K - €2.6M,205th,120th,https://socialblade.com/youtube/channel/UCpuT8AlP9P9EgW_pZ0_xInQ,338th,11.9M,300K,2145,125th,23631050584,726.41M,€2M - €31.7M
